ecommerce,Which payment method provides real-time bank transfer in India?,Cheque,Credit card,UPI,Debit card,2,UPI enables instant bank-to-bank transfers unlike cheques or card processing delays,payments
ecommerce,Which factor directly impacts customer trust in online shopping?,Website animation,Security certifications and reviews,Font style,Background color,1,Security indicators and reviews influence trust significantly unlike visual styling,customer_behavior
ecommerce,What is the primary function of ERP systems in e-commerce?,Handle marketing,Integrate business processes,Process payments,Manage UI,1,ERP integrates inventory finance and operations unlike payment gateways or UI systems,systems
ecommerce,Which KPI measures average revenue per user?,Bounce rate,ARPU,CTR,CPA,1,ARPU calculates revenue generated per user unlike CTR or CPA which measure engagement and cost,analytics
ecommerce,What is retargeting in e-commerce?,Targeting new users,Targeting returning users with ads,Removing ads,Random advertising,1,Retargeting focuses on users who previously interacted with site improving conversions,marketing
ecommerce,Which security mechanism prevents data tampering during transmission?,Caching,Encryption,Load balancing,Compression,1,Encryption ensures data integrity and confidentiality unlike caching or compression,security
ecommerce,What is the main advantage of cloud hosting for e-commerce?,Limited scalability,High downtime,Scalability and flexibility,Manual management,2,Cloud allows dynamic scaling unlike traditional hosting with fixed resources,performance
ecommerce,Which metric indicates user engagement with website content?,Conversion rate,Bounce rate,Time on site,Server response time,2,Time on site reflects engagement unlike bounce rate which measures exits,analytics
ecommerce,What is A/B testing used for?,Comparing two UI versions,Testing database performance,Validating payment gateway,Encrypting data,0,A/B testing compares variations to improve performance unlike backend testing,analytics
ecommerce,Which factor most affects page load speed?,Server response time,Font color,Logo design,Text alignment,0,Server speed directly impacts load time unlike visual design choices,performance
ecommerce,What is churn rate?,New users gained,Users leaving platform,Total revenue,Total orders,1,Churn rate measures customer loss unlike acquisition metrics,analytics
ecommerce,Which model focuses on subscription-based services?,One-time purchase model,Subscription model,Wholesale model,Drop shipping model,1,Subscription model provides recurring revenue unlike one-time purchases,models
ecommerce,What is affiliate marketing commission based on?,Page views,Sales generated by affiliate,Server load,Inventory size,1,Affiliates earn commission per sale unlike metrics like views or load,marketing
ecommerce,Which factor improves SEO ranking?,Keyword optimization,Heavy images,Slow loading pages,Duplicate content,0,Keywords improve search visibility unlike poor performance factors,marketing
ecommerce,What is a payment gateway failure impact?,Improved sales,Transaction failure,Better UX,Higher conversion,1,Failure stops transactions reducing revenue unlike improving UX,payments
ecommerce,What is customer segmentation?,Grouping customers by characteristics,Random grouping,Deleting users,Assigning prices,None,0,Segmentation helps targeted marketing unlike random grouping,analytics
ecommerce,Which approach improves mobile e-commerce experience?,Responsive design,Heavy graphics,Large scripts,Complex navigation,0,Responsive design adapts layout for mobile improving usability unlike heavy elements,performance
ecommerce,What is logistics in e-commerce?,Payment handling,Product delivery management,Marketing,UI design,1,Logistics manages shipping and delivery unlike payment or marketing systems,logistics
ecommerce,Which factor increases repeat purchases?,Poor service,Loyalty programs,Slow delivery,High prices,1,Loyalty programs encourage retention unlike poor service which reduces it,marketing
ecommerce,What is drop shipping advantage?,Inventory storage required,No inventory management,High upfront cost,Limited products,1,Drop shipping removes need for inventory unlike traditional retail,logistics
ecommerce,What is conversion funnel?,Steps from visit to purchase,Database structure,Payment method,Shipping method,0,Funnel represents user journey to conversion unlike backend systems,analytics
ecommerce,Which metric measures cost per acquisition?,CPA,CTR,ROI,ARPU,0,CPA measures cost to acquire a customer unlike CTR or ROI,analytics
subject,Question,A,B,C,D,answer,explanation,topic
ecommerce,A sudden increase in bounce rate after adding heavy images indicates:,Improved UX,Slow page load affecting user experience,Better SEO ranking,Increased conversions,1,Heavy images slow page loading causing users to leave quickly. Improved UX would reduce bounce rate and SEO does not immediately increase bounce,performance
ecommerce,Which pricing model is best for penetrating a competitive market?,Skimming pricing,Penetration pricing,Dynamic pricing,Premium pricing,1,Penetration pricing uses low initial prices to gain market share unlike skimming which targets high margins,marketing
ecommerce,What is the primary benefit of caching in e-commerce websites?,Encrypt data,Reduce load time,Process payments,Manage inventory,1,Caching stores frequently accessed data reducing server load and improving speed unlike encryption or inventory systems,performance
ecommerce,Which metric indicates effectiveness of advertisement clicks?,CTR,CPA,ARPU,ROI,0,CTR measures how many users click ads compared to impressions unlike CPA or ROI,analytics
ecommerce,What is the main purpose of a load balancer?,Store products,Distribute traffic across servers,Process payments,Track users,1,Load balancer ensures even traffic distribution improving performance and reliability,performance
